read_id,pod5_file,target_gene,signal_start,signal_end,label
f8be58f7-1f7d-4f4a-8256-274d9852a929,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,25342,31600,1
05ae14fe-629a-45e0-b297-bf0dfc10bf73,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,10222,20128,1
7217cc5b-1471-4d63-944b-30560af98577,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MZ092836|MZ092836.1,17254,39640,1
8b7dbeb5-5b4d-46d8-804b-41af34912eb9,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MZ092836|MZ092836.1,59986,74608,1
9d3f78b2-7cf4-4c7e-947f-969371aed64c,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|HEE1644226|HEE1644226.1,77524,90400,1
d10a1d93-26b1-40d4-8a0a-f2c45309cb2f,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_5.pod5,ENA|MZ092836|MZ092836.1,25492,38686,1
7e8a8dc5-e77a-49de-a74a-cbedc12e2840,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|HEE1644226|HEE1644226.1,233236,256618,1
c66654f7-7762-427b-9355-c9697eff2743,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|MH733892|MH733892.1,1912,8692,1
3d787beb-1643-4c07-8ab7-2faa2f952658,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|MZ092836|MZ092836.1,19078,33532,1
725e51f5-2f12-4b7d-b9b1-af0733e5aa45,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|HEE1644226|HEE1644226.1,131830,134968,1
0c17595d-4b7d-4943-8930-7a9f8e6a6e72,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|MH733892|MH733892.1,15244,26032,1
91801ae5-4fdd-44c0-a9bd-78b1f1027cdf,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|MZ092836|MZ092836.1,26170,35344,1
deb99b03-15ff-4b61-b542-4b36047cfcf6,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|MH733892|MH733892.1,20206,30496,1
00fc41d7-628b-46f7-9890-5246511a02bf,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|HEE1644226|HEE1644226.1,16,11122,1
d40b4c72-dfea-4206-8c4e-9a9be646a00e,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|MH733892|MH733892.1,2146,6604,1
dee04957-739e-4b04-8ca2-740cc5f6b8bc,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|MZ092836|MZ092836.1,61600,77050,1
084406be-ba35-41e5-831d-35cc583dc9e3,PAQ63858_pass_barcode69_33cbe55b_d2f2cde4_6.pod5,ENA|MH733892|MH733892.1,179002,180730,1
